Respondent ID,Collector ID,Start Date,End Date,In silico medicine - Not at all aware,In silico medicine - Slightly aware,In silico medicine - Moderately aware,In silico medicine - Very aware,In silico medicine - Extremely aware,Patient-specific modelling - Not at all aware,Patient-specific modelling - Slightly aware,Patient-specific modelling - Moderately aware,Patient-specific modelling - Very aware,Patient-specific modelling - Extremely aware,In silico clinical trials - Not at all aware,In silico clinical trials - Slightly aware,In silico clinical trials - Moderately aware,In silico clinical trials - Very aware,In silico clinical trials - Extremely aware,Virtual Physiological Human - Not at all aware,Virtual Physiological Human - Slightly aware,Virtual Physiological Human - Moderately aware,Virtual Physiological Human - Very aware,Virtual Physiological Human - Extremely aware,Personalized medicine - Not at all aware,Personalized medicine - Slightly aware,Personalized medicine - Moderately aware,Personalized medicine - Very aware,Personalized medicine - Extremely aware,Digital Twin - Not at all aware,Digital Twin - Slightly aware,Digital Twin - Moderately aware,Digital Twin - Very aware,Digital Twin - Extremely aware,Q2 Biomedical Engineering,Q2 Computer Science,Q2 Data Science,Q2 Statistics,Q2 Mathematics,Q2 Other,Q3 Finite Element Analysis awareness,Q3 Lumped-parameter models awareness,Q3 Computational Fluid Dynamics awareness,Q3 Fluid-structure interaction awareness,Q3 Multi-scale 1D-3D awareness,"Q3 Extended (e.g. Augmented, Virtual, Mixed) reality awareness",Q3 Artificial Intelligence/Machine Learning awareness,Q3 Statistical shape modelling awareness,Q4 Finite Element Analysis,Q4 Lumped-parameter models,Q4 Computational Fluid Dynamics,Q4 Fluid-structure Interaction,Q4 Multi-scale 1D-3D modelling,"Q4 Extended (e.g. Augmented, Virtual, Mixed) reality",Q4 Artificial Interlligence/Machine Learning,Q4 Statistical Shape Modelling,Q4 None,Q4 Other method applied,Q5 Team members for CMnS,Q6 clinical premises,Q7 role for CMnS in clinics,Q8 Agree statement 1,Q8 Agree statement 2,Q8 Agree statement 3,Q8 Agree statement 4,Q8 Agree statement 5,Q8 Agree statement 6,Q8 Agree statement 7,Q8 Agree statement 8,Q9 Enrich diagnosis,Q9 Plan interventions,Q9 Compare different therapeutic outcomes (retrospectively),Q9 Teach,Q9 Study Pathophysiology,Q9 Inform the patient on disease progress,Q9 Predict/compare therapeutic outcomes,Q9 None of the above,Q9 Other usage,Q10 use for planning,Q11 Cardiovascular,Q11 Musko-skeletal,Q11 Cancer,Q11 Neuro-degenerative,Q11 N/A,Q11 Other types of intervention,Q12 name procedure,Q13 how often,Q14 Trust scale,Q15 Successful post-hoc in silico clinical trials,Q15 Successful a priori in silico clinical trials,Q15 Personal positive experience,Q15 Regulatory approval,Q15 Other evidence,Q16 Demo medical specialty,Q17 Country,Q18 Current position,Q19 Age group,Q20 Articles,Q21 Grants,Q22 Funding,Q23 Collaboration Europe,Q23 Collaboration North America,Q23 Collaboration South America,Q23 Collaboration Africa,Q23 Collaboration Asia,Q23 Collaboration Oceania,Q24 Involvement in CT,Q25 CE marking
12441136282,394364328,25/02/2021 07:02,25/02/2021 07:06,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,,,Moderately aware,,,,,Moderately aware,,,,,Data Science,Statistics,,,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Moderately familiar,Moderately familiar,Moderately familiar,,,,,,,Artificial Interlligence/Machine Learning,Statistical Shape Modelling,,,No,No,Probably yes,Neutral,Disagree,Neutral,Strongly disagree,Disagree,Neutral,Disagree,Neutral,,,,,,,,None of the above,,No,,,,,N/A,,,Less than 5,5,,,,,,Cardiology,UK,Consultant,35-44,38,None,,Europe,,,,,,No,No
12437846900,394364328,24/02/2021 09:19,24/02/2021 09:23,Not at all aware,,,,,,Slightly aware,,,,,Slightly aware,,,,Not at all aware,,,,,,,Moderately aware,,,Not at all aware,,,,,Biomedical Engineering,,,,,,Not at all familiar,Not at all familiar,Moderately familiar,Slightly familiar,Moderately familiar,Slightly familiar,Slightly familiar,Slightly familiar,,,Computational Fluid Dynamics,,,,,,,,No,No,Probably yes,Agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,,Plan interventions,,Teach,,,,,,Yes,Cardiovascular,,,,,,Cardiac catheterisation ,Less than 5,6,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,Regulatory approval,,Cardiology,United Kingdom,Consultant,45-54,20,None,0,Europe,,,,,,No,No
12436328880,394364328,23/02/2021 20:44,23/02/2021 20:50,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Statistics,,clinical medicine,Moderately familiar,Not at all familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,,,,,Multi-scale (1D-3D) modelling,,,,,,No,N/A,Definitely not,Agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Neutral,,,,,,,,None of the above,,No,,,,,N/A,,,,7,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,Regulatory approval,,Cardiology,netherlands,,35-44,10,None,,,,,,,,Yes,No
12423689202,394364328,19/02/2021 12:32,19/02/2021 12:44,,,Moderately aware,,,,,,,Extremely aware,,Slightly aware,,,,,,,Very aware,,,,,,Extremely aware,,Slightly aware,,,,Biomedical Engineering,Computer Science,Data Science,Statistics,Mathematics,,Slightly familiar,Not at all familiar,Very familiar,Moderately familiar,Very familiar,Extremely familiar,Extremely familiar,Slightly familiar,,,Computational Fluid Dynamics,Fluid-structure Interaction,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,,,,Yes,Yes,Definitely yes,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Disagree,Neutral,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,,Inform the patient on disease progress,Predict/compare therapeutic outcomes,,,Yes,Cardiovascular,,,,,,"Cardiac interventions (surgical, catheter) in Congenital Heart Diease",11-20 times,8,,,Personal positive experience,,Outcome of cardiac operations,Cardiology,United Kingdom,"Consultant prenatal and Paediatric Cardiologist, Clinical Lead for Echocardiography",55-64,>300,None,,Europe,,,,,,Yes,No
12409699670,394364328,15/02/2021 09:25,15/02/2021 09:35,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,Moderately aware,,,Biomedical Engineering,Computer Science,Data Science,,,clinical,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Finite Element Analysis,Lumped-parameter models,Computational Fluid Dynamics,,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,Statistical Shape Modelling,,,Yes,Yes,Definitely yes,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,Study Pathophysiology,Inform the patient on disease progress,Predict/compare therapeutic outcomes,,,Yes,Cardiovascular,,,,,,Percutaneous pulmonary valve implantation  Congenital heart disease treatments - catheter-based and surgical,>20 times,8,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,Regulatory approval,,Imaging,UK,Professor of Cardiovascular Imaging/ Director of Innovation,45-54,250,>10,"?30M in total (as large collaborative grants, as PI ~ ?5M",Europe,,,,,,Yes,Yes
12408709133,394364328,14/02/2021 21:22,14/02/2021 21:34,,,,Very aware,,,,,,Extremely aware,,,Moderately aware,,,,Slightly aware,,,,,,,,Extremely aware,,Slightly aware,,,,,,Data Science,,,,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Slightly familiar,Slightly familiar,Slightly familiar,Not at all familiar,Finite Element Analysis,,Computational Fluid Dynamics,,,,,,,,No,N/A,Not sure,Agree,Neutral,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,,Plan interventions,,Teach,,,,,,Yes,Cardiovascular,,,,,,"pulmonary valve implantation, stent implantation",Less than 5,5,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,,,Cardiology,Austria,Head of department,55-64,100,None,,Europe,,,,,,Yes,Yes
12408392154,394364328,14/02/2021 16:03,14/02/2021 16:09,,Slightly aware,,,,,,,Very aware,,,,Moderately aware,,,,,Moderately aware,,,,,Moderately aware,,,,,Moderately aware,,,Biomedical Engineering,,,Statistics,Mathematics,,Very familiar,Moderately familiar,Very familiar,Very familiar,Very familiar,Moderately familiar,Moderately familiar,Moderately familiar,Finite Element Analysis,,Computational Fluid Dynamics,Fluid-structure Interaction,,,,,,,Yes,Yes,Definitely yes,Strongly agree,Agree,Neutral,Neutral,Strongly disagree,Neutral,Neutral,Neutral,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,,,,,SCIENTIFIC PURPOSES,Yes,Cardiovascular,,,,,,"CAROTID ENDARTERECTOMY, EVAR TEVAR",Less than 5,9,,Successful a priori in silico clinical trials,,,,Surgery,Italia,SURGEON,55-64,50,01-May,100000?,Europe,,,,,,No,No
12408094793,394364328,14/02/2021 10:15,14/02/2021 10:19,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,Moderately aware,,,,,,,Extremely aware,,,,,Extremely aware,Biomedical Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12408078178,394364328,14/02/2021 09:53,14/02/2021 10:06,Not at all aware,,,,,,,Moderately aware,,,Not at all aware,,,,,,,,,,,,,,Extremely aware,Not at all aware,,,,,Biomedical Engineering,Computer Science,,,,Surgery,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,Moderately familiar,Slightly familiar,Not at all familiar,,,Computational Fluid Dynamics,Fluid-structure Interaction,,"Extended (e.g. Augmented, Virtual, Mixed) reality",,,,,Yes,Yes,Definitely yes,Strongly agree,Agree,Neutral,Neutral,Strongly disagree,Agree,Disagree,Neutral,Enrich diagnosis,Plan interventions,,Teach,,,,,,Yes,Cardiovascular,,,,,,Intracardiac repairs in pediatric heart disease,5-10 times,10,,,,,N/A,Cardiology,United Kingdom,Clinical Training Fello-Clinical Lecturer,35-44,4,None,N/A,,,,,,,No,No
12408016192,394364328,14/02/2021 08:31,14/02/2021 08:39,,,Moderately aware,,,,,Moderately aware,,,Not at all aware,,,,,,Slightly aware,,,,Not at all aware,,,,,Not at all aware,,,,,,,,,,Medical doctor,Not at all familiar,Not at all familiar,Very familiar,Moderately familiar,Moderately familiar,Moderately familiar,Slightly familiar,Not at all familiar,,,Computational Fluid Dynamics,,Multi-scale (1D-3D) modelling,,,,,,Yes,Yes,Definitely yes,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Neutral,Disagree,,Plan interventions,,Teach,,Inform the patient on disease progress,,,,No,Cardiovascular,,,,,,,Less than 5,7,Successful post-hoc in silico clinical trials,,,Regulatory approval,,Other,UK ,Consultant ,45-54,250,01-May,100000,Europe,,,,,,Yes,Yes
12407380781,394364328,13/02/2021 18:49,13/02/2021 18:55,,Slightly aware,,,,,,,,Extremely aware,,Slightly aware,,,,Not at all aware,,,,,,,,Very aware,,Not at all aware,,,,,Biomedical Engineering,,,,,,Slightly familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Very familiar,Slightly familiar,Not at all familiar,,,,,,"Extended (e.g. Augmented, Virtual, Mixed) reality",,,,,No,N/A,Probably yes,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Strongly disagree,Neutral,,Plan interventions,Compare different therapeutic outcomes (retrospectively),,,,,,,Yes,Cardiovascular,,,,,,"TAVR, TMVR",>20 times,7,,,Personal positive experience,,,Cardiology,Austria,Associate Professor,35-44,125,None,100000,Europe,,,,,,Yes,Yes
12382659318,394364328,04/02/2021 15:49,04/02/2021 16:00,,,Moderately aware,,,,,Moderately aware,,,,,Moderately aware,,,,,Moderately aware,,,,,,Very aware,,,,Moderately aware,,,Biomedical Engineering,Computer Science,,,Mathematics,"Computational biophysics, pharmacoinformatics",Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Very familiar,Moderately familiar,Finite Element Analysis,Lumped-parameter models,Computational Fluid Dynamics,Fluid-structure Interaction,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,Statistical Shape Modelling,,,Yes,Yes,Definitely yes,Strongly agree,Disagree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Agree,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,Study Pathophysiology,Inform the patient on disease progress,Predict/compare therapeutic outcomes,,,Yes,Cardiovascular,,Cancer,Neuro-degenerative,,,"drug design, pharmacokinetics, pharmacodynamics, pharmacogenomics, precision medicine",>20 times,6,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,Regulatory approval,,Other,Taiwan,Professor,45-54,60,>10,"> 1,000,000 USD",Europe,North America,South America,,Asia,,Yes,Yes
12379972409,394364328,03/02/2021 19:28,03/02/2021 19:42,Not at all aware,,,,,,,,Very aware,,Not at all aware,,,,,,Slightly aware,,,,,,Moderately aware,,,Not at all aware,,,,,,,,,,Radiology,Not at all familiar,Not at all familiar,Moderately familiar,Slightly familiar,Slightly familiar,Moderately familiar,Very familiar,Slightly familiar,,,Computational Fluid Dynamics,,,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,,,,Yes,Yes,Definitely yes,Agree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,Study Pathophysiology,Inform the patient on disease progress,Predict/compare therapeutic outcomes,,,Yes,Cardiovascular,,,Neuro-degenerative,,,Separation of conjoined twins  Cardiovascular surgery in congenital heart disease,Less than 5,8,,,Personal positive experience,Regulatory approval,,Imaging,Italy,Radiologist,25-34,15,None,,,,,,,,No,No
12373450898,394364328,01/02/2021 20:55,01/02/2021 21:02,,,,,,,,,,Extremely aware,,,Moderately aware,,,,,,Very aware,,,,Moderately aware,,,,Slightly aware,,,,Biomedical Engineering,,,,,Medicine,Very familiar,Not at all familiar,Moderately familiar,Slightly familiar,Moderately familiar,Moderately familiar,Slightly familiar,Slightly familiar,,,Computational Fluid Dynamics,,Multi-scale (1D-3D) modelling,,Artificial Interlligence/Machine Learning,,,,Yes,N/A,Probably yes,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,,Plan interventions,,Teach,Study Pathophysiology,,,,,Yes,Cardiovascular,,,,,,PPVI,Less than 5,7,,,Personal positive experience,,,Cardiology,ITALY,CONSULTANT,35-44,7,None,,Europe,,,,,,No,No
12373078104,394364328,01/02/2021 18:49,01/02/2021 18:59,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,,,,Statistics,,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Slightly familiar,,,,,,,,Statistical Shape Modelling,,,Yes,Yes,Probably yes,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,,,,,,,,None of the above,,No,,,,,N/A,,,Less than 5,0,Successful post-hoc in silico clinical trials,,Personal positive experience,,,Paediatrics,France,Physician ,35-44,7,None,,,,,,,,No,No
12372662797,394364328,01/02/2021 16:37,01/02/2021 16:44,Not at all aware,,,,,,Slightly aware,,,,Not at all aware,,,,,,Slightly aware,,,,,,Moderately aware,,,Not at all aware,,,,,,,Data Science,,,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Slightly familiar,,,,,,,,,None,,No,No,Not sure,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Neutral,,,,,Study Pathophysiology,,,,,No,,Musko-skeletal,,,,,,Less than 5,2,,,Personal positive experience,,,N/A,Italia,Parma,35-44,0,None,,Europe,,,,,,No,No
12370723797,394364328,31/01/2021 22:02,31/01/2021 22:16,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,Slightly aware,,,,,Computer Science,Data Science,,,clinical,Moderately familiar,Very familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Extremely familiar,Extremely familiar,,,Computational Fluid Dynamics,,,,Artificial Interlligence/Machine Learning,Statistical Shape Modelling,,,Yes,Yes,Definitely yes,Agree,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Neutral,Neutral,,,,,Study Pathophysiology,,Predict/compare therapeutic outcomes,,,Yes,Cardiovascular,,,,,,stenting,Less than 5,7,,Successful a priori in silico clinical trials,,,,Cardiology,UK,Professor,45-54,>100,01-May,>?500K,,North America,,,,,Yes,Yes
12370628488,394364328,31/01/2021 20:37,31/01/2021 20:47,,Slightly aware,,,,Not at all aware,,,,,,Slightly aware,,,,,,Moderately aware,,,,Slightly aware,,,,Not at all aware,,,,,,,,Statistics,,,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Moderately familiar,Moderately familiar,Slightly familiar,Slightly familiar,,,,,Multi-scale (1D-3D) modelling,,,Statistical Shape Modelling,,,No,,Definitely yes,Agree,Agree,Neutral,Strongly disagree,Disagree,Neutral,Agree,Agree,,,,Teach,,,,,,Yes,Cardiovascular,,,,,,,Less than 5,7,Successful post-hoc in silico clinical trials,,,,,Paediatrics,France ,Doctor ,25-34,3,None,,Europe,,,,,,No,No
12355622416,394364328,26/01/2021 15:01,26/01/2021 15:14,,Slightly aware,,,,,,,Very aware,,,Slightly aware,,,,,Slightly aware,,,,,,Moderately aware,,,,,Moderately aware,,,Biomedical Engineering,,,,,,Very familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Very familiar,Moderately familiar,Finite Element Analysis,,,,,,Artificial Interlligence/Machine Learning,,,,Yes,No,Not sure,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,,,,,,,,None of the above,,No,,,,,N/A,,,,,,,,Regulatory approval,,Other,France,Phd student,25-34,3,None,,,,,,,,No,No
12353513317,394364328,25/01/2021 21:35,26/01/2021 06:44,,,,Very aware,,,,,,Extremely aware,,,Moderately aware,,,,Slightly aware,,,,,,Moderately aware,,,Not at all aware,,,,,Biomedical Engineering,,,,,,Very familiar,Extremely familiar,Extremely familiar,Very familiar,Extremely familiar,Slightly familiar,Slightly familiar,Slightly familiar,Finite Element Analysis,Lumped-parameter models,Computational Fluid Dynamics,Fluid-structure Interaction,Multi-scale (1D-3D) modelling,,,,,,No,No,Definitely yes,Agree,Neutral,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,,,Compare different therapeutic outcomes (retrospectively),Teach,Study Pathophysiology,,Predict/compare therapeutic outcomes,,,Yes,,,,,N/A,,,Less than 5,5,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,,,,N/A,France,CNRS Research Director,55-64,110,>10,2 million euros,Europe,North America,,,,,Yes,No
12353165533,394364328,25/01/2021 19:39,25/01/2021 19:45,,,,,Extremely aware,,,,,Extremely aware,,Slightly aware,,,,,,Moderately aware,,,,,,,Extremely aware,,,,Very aware,,Biomedical Engineering,Computer Science,Data Science,Statistics,Mathematics,Clinical pediatric and congenital heart disease,Extremely familiar,Extremely familiar,Extremely familiar,Very familiar,Extremely familiar,Very familiar,Very familiar,Extremely familiar,Finite Element Analysis,Lumped-parameter models,Computational Fluid Dynamics,,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",,Statistical Shape Modelling,,,No,No,Definitely yes,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Strongly disagree,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,Study Pathophysiology,Inform the patient on disease progress,Predict/compare therapeutic outcomes,,,Yes,Cardiovascular,,,,,,Fontan procedure,Less than 5,8,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,,,Cardiology,USA,Professor and Consultant,45-54,>100,01-May,$15 million,Europe,North America,,,,,No,No
12352511967,394364328,25/01/2021 16:26,25/01/2021 16:31,,,,,Extremely aware,,,,,Extremely aware,,,,Very aware,,,,Moderately aware,,,,,,,Extremely aware,,,Moderately aware,,,Biomedical Engineering,Computer Science,Data Science,Statistics,Mathematics,,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Very familiar,Very familiar,Very familiar,Finite Element Analysis,Lumped-parameter models,Computational Fluid Dynamics,Fluid-structure Interaction,Multi-scale (1D-3D) modelling,,,,,,Yes,Yes,Definitely yes,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Neutral,Neutral,Agree,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,Study Pathophysiology,,,,,No,Cardiovascular,,,,,,,Less than 5,5,Successful post-hoc in silico clinical trials,,,Regulatory approval,,Cardiology,Canada,Scientist,45-54,100,01-May,,Europe,North America,,,Asia,,Yes,Yes
12352501513,394364328,25/01/2021 16:23,25/01/2021 16:28,,,Moderately aware,,,,,,,Extremely aware,,Slightly aware,,,,Not at all aware,,,,,,Slightly aware,,,,Not at all aware,,,,,Biomedical Engineering,,,Statistics,,,Slightly familiar,Moderately familiar,Very familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Not at all familiar,,,Computational Fluid Dynamics,,,"Extended (e.g. Augmented, Virtual, Mixed) reality",,,,,No,N/A,Not sure,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,,,,,,Yes,Cardiovascular,,,,,,Fontan rerouting,Less than 5,6,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,,,,Cardiology,US,Physician in large academic practice,45-54,60,01-May,"$2,000,000",,North America,,,,,No,No
12339632944,394364328,20/01/2021 16:10,20/01/2021 16:19,,,Moderately aware,,,,,,Very aware,,,Slightly aware,,,,,,Moderately aware,,,,Slightly aware,,,,Not at all aware,,,,,Biomedical Engineering,,,,,,Extremely familiar,Moderately familiar,Extremely familiar,Very familiar,Slightly familiar,Slightly familiar,Slightly familiar,Moderately familiar,Finite Element Analysis,,Computational Fluid Dynamics,Fluid-structure Interaction,,,,,,,Yes,Yes,Definitely yes,Agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,,,,,Study Pathophysiology,,Predict/compare therapeutic outcomes,,,Yes,Cardiovascular,Musko-skeletal,,,,,,5-10 times,10,,,Personal positive experience,,,N/A,Spain,Professor,45-54,30,01-May,0,Europe,,,,,,Yes,Yes
12333930491,394364328,18/01/2021 21:00,18/01/2021 21:05,,,Moderately aware,,,,,,Very aware,,,,Moderately aware,,,,,Moderately aware,,,,,Moderately aware,,,Not at all aware,,,,,,,,,,Imaging,Slightly familiar,Not at all familiar,Moderately familiar,Slightly familiar,Moderately familiar,Moderately familiar,Moderately familiar,Slightly familiar,,,Computational Fluid Dynamics,,,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,,,,Yes,Yes,Definitely yes,Agree,Neutral,Agree,Neutral,Strongly disagree,Disagree,Disagree,Agree,Enrich diagnosis,Plan interventions,,Teach,Study Pathophysiology,,,,,Yes,Cardiovascular,Musko-skeletal,,Neuro-degenerative,,,,>20 times,7,,,Personal positive experience,,,Imaging,Italy,Head of Unit,35-44,57,None,,Europe,,,,,,No,No
12327565102,394364328,15/01/2021 17:17,15/01/2021 17:28,Not at all aware,,,,,,,Moderately aware,,,Not at all aware,,,,,,Slightly aware,,,,,Slightly aware,,,,Not at all aware,,,,,,,,,,Cardiothoracic Surgeon,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,,,,,,,,,None,,Yes,Yes,Definitely yes,Agree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Agree,,Plan interventions,,,,Inform the patient on disease progress,,,,Yes,Cardiovascular,,,,,,Unifocalization of the pulmonary circulation  Intracardiac repair of CHD,>20 times,9,,,Personal positive experience,,,Cardiology,Italy,"Director, Unit of Complex Cardiac Surgery with Innovative Technology",55-64,100,None,None,Europe,,,,,,No,No
12324182403,394364328,14/01/2021 16:04,14/01/2021 16:11,,,Moderately aware,,,,,Moderately aware,,,,Slightly aware,,,,,,Moderately aware,,,,,,Very aware,,,,,Very aware,,Biomedical Engineering,Computer Science,Data Science,Statistics,,,Moderately familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Very familiar,Extremely familiar,Very familiar,Finite Element Analysis,,,,,,Artificial Interlligence/Machine Learning,,,,No,No,Definitely yes,Strongly agree,Agree,Neutral,Agree,Strongly disagree,Neutral,Disagree,Neutral,,,Compare different therapeutic outcomes (retrospectively),Teach,,Inform the patient on disease progress,Predict/compare therapeutic outcomes,,,Yes,Cardiovascular,Musko-skeletal,Cancer,Neuro-degenerative,,,    x,11-20 times,9,Successful post-hoc in silico clinical trials,,,,,N/A,Spain,R&D manager,45-54,80,01-May,2000000 euros,Europe,,,,Asia,,Yes,Yes
12314965923,394364328,11/01/2021 19:11,11/01/2021 19:16,,Slightly aware,,,,,,Moderately aware,,,,Slightly aware,,,,Not at all aware,,,,,,,,Very aware,,,Slightly aware,,,,Biomedical Engineering,,Data Science,Statistics,,,Slightly familiar,Slightly familiar,Moderately familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,,,Computational Fluid Dynamics,,Multi-scale (1D-3D) modelling,,,,,,Yes,No,Probably yes,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),,,,,,,Yes,Cardiovascular,,,,,,Vsd closure,Less than 5,5,,,Personal positive experience,,,Surgery,Italy,Attending ,35-44,10,None,,,,,,,,No,No
12314744018,394364328,11/01/2021 17:55,11/01/2021 18:01,,Slightly aware,,,,,,,,Extremely aware,,Slightly aware,,,,,,Moderately aware,,,,,,Very aware,,Not at all aware,,,,,,,,,,,Moderately familiar,Not at all familiar,Moderately familiar,Moderately familiar,Not at all familiar,Extremely familiar,Moderately familiar,Extremely familiar,,,,,,"Extended (e.g. Augmented, Virtual, Mixed) reality",,Statistical Shape Modelling,,,No,N/A,Definitely yes,Neutral,Strongly agree,Agree,,Disagree,Neutral,Agree,,,Plan interventions,,Teach,Study Pathophysiology,Inform the patient on disease progress,,,,Yes,Cardiovascular,,,,,,,Less than 5,8,,,,,,Cardiology,Italy,Consultant ,25-34,20,None,,Europe,,,,,,,No
12312152946,394364328,10/01/2021 21:24,10/01/2021 21:30,Not at all aware,,,,,,Slightly aware,,,,Not at all aware,,,,,,Slightly aware,,,,,Slightly aware,,,,Not at all aware,,,,,,,,Statistics,,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Moderately familiar,Slightly familiar,Not at all familiar,,,,,,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,,,,No,N/A,Definitely yes,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,,,,Teach,,,,,,No,,,,,N/A,,None,5-10 times,8,,,Personal positive experience,,,Other,Spain,Chief of Department,35-44,>10,None,50K ?,Europe,,,,,,Yes,No
